0,0,0
139,85,91
399,85,92
834,84,91
783,84,92
333,83,92
776,85,92
219,88,92
585,89,94
781,89,94
701,90,92
992,90,91
362,89,92
993,89,93
890,88,92
515,88,92
730,89,92
511,89,92
533,90,92
33,90,92
836,90,94
989,89,90
690,87,89
976,87,92
187,89,93
746,88,93
709,86,89
801,88,89
182,89,95
86,89,92
368,88,92
812,89,94
615,89,92
288,89,92
848,88,92
678,88,92
291,90,92
370,88,92
942,88,93
791,88,94
998,88,92
581,88,92
808,88,92
726,88,93
189,88,92
756,88,89
177,88,91
179,88,92
468,89,93
206,90,92
220,90,93
-1,90,92
