0,0,0
225,79,90
31,82,91
37,83,91
238,82,93
709,79,92
5,79,92
415,81,92
310,79,92
539,78,93
498,79,94
629,79,92
104,80,92
196,81,92
455,80,92
785,79,92
914,78,92
720,79,93
517,79,92
697,79,92
625,78,91
885,78,92
338,78,91
472,77,92
861,78,91
718,76,92
176,79,91
205,81,92
337,82,92
666,83,92
478,84,91
91,82,92
653,90,92
812,90,92
571,90,92
603,90,93
482,90,92
947,89,92
637,89,92
834,89,92
278,89,92
767,89,91
75,90,92
74,90,94
220,88,93
601,87,92
808,88,92
188,89,92
960,88,91
973,89,92
428,89,91
-1,89,92
