0,0,0
750,92,96
714,91,96
258,91,96
552,91,95
121,92,93
733,92,94
315,92,94
301,92,94
516,91,96
518,91,94
535,91,94
88,90,94
554,91,94
680,91,94
299,91,94
585,92,94
875,91,94
443,90,94
645,91,94
143,91,95
90,91,94
205,92,96
77,92,95
792,92,95
76,91,96
751,91,94
483,91,93
488,91,96
351,91,94
803,91,94
499,91,93
713,91,96
207,90,93
98,91,94
747,91,93
441,90,94
10,91,94
65,91,93
119,90,96
506,90,92
261,90,93
601,91,94
983,89,93
358,90,93
262,91,94
609,90,93
625,90,95
593,89,93
956,89,93
939,91,93
-1,91,92
