0,0,0
419,90,95
420,91,93
647,91,92
652,91,95
149,91,94
679,91,94
956,90,95
200,91,94
522,90,95
820,91,93
556,91,94
26,91,93
736,91,93
653,91,93
693,91,94
704,91,93
182,91,93
141,91,93
421,91,95
136,91,95
914,91,93
971,91,95
761,91,95
160,91,93
720,91,93
113,92,94
987,91,94
308,91,94
693,90,93
197,90,93
787,91,94
458,91,95
759,91,94
97,91,95
977,91,96
161,91,93
129,91,95
659,91,93
272,90,95
48,90,93
711,91,92
564,91,94
91,91,93
17,91,93
673,90,94
800,92,94
740,90,95
491,91,94
896,91,93
500,91,93
-1,91,93
