0,0,0
173,90,93
236,91,95
608,91,92
710,90,92
266,90,95
528,90,92
667,90,93
847,89,95
102,89,95
343,89,93
444,90,92
791,90,94
860,90,94
31,90,93
257,90,93
842,90,95
514,90,92
135,90,92
13,90,93
163,90,94
916,89,92
409,90,92
989,89,92
32,90,92
894,90,91
269,90,91
923,89,92
892,90,93
771,90,92
951,90,93
0,90,92
275,91,94
28,90,92
652,90,91
604,90,93
213,90,92
295,90,92
927,90,91
854,90,94
639,90,92
926,90,92
176,90,92
398,90,91
176,90,92
333,90,92
678,90,92
809,90,92
182,90,92
14,90,91
279,90,91
-1,90,91
