0,0,0
284,90,93
377,90,93
617,91,92
105,91,94
239,90,94
504,91,92
701,91,93
826,91,93
243,90,94
80,91,93
208,91,92
329,90,94
63,90,92
901,90,94
855,90,93
182,91,92
162,90,91
928,91,93
479,91,92
894,91,92
54,91,92
260,91,94
77,90,92
684,90,94
546,90,92
573,91,92
516,91,92
220,91,93
485,91,92
572,91,92
140,90,92
680,90,93
559,91,93
365,91,92
419,90,92
632,90,92
839,90,93
957,90,91
182,90,92
536,90,92
361,90,93
375,90,92
515,90,92
762,91,92
295,90,92
213,91,92
642,91,92
779,91,92
804,91,93
522,90,94
-1,91,92
