0,0,0
16,90,92
347,91,95
221,91,94
94,91,92
445,91,92
294,91,92
757,91,92
975,91,91
931,91,95
363,91,93
10,90,92
460,91,95
800,90,92
402,91,92
146,91,93
560,91,93
407,91,93
205,91,95
711,91,93
465,91,92
537,91,93
213,91,93
372,90,95
148,90,93
43,90,93
923,90,96
926,90,92
144,90,93
647,90,92
168,90,92
93,90,93
213,90,95
532,91,93
913,91,92
660,91,92
113,91,92
281,91,93
134,91,92
614,90,93
633,91,93
917,90,92
60,90,93
851,90,93
119,90,93
773,90,91
334,91,92
50,91,92
874,91,95
43,91,93
219,91,92
-1,90,94
