0,0,0
455,80,89
416,79,89
212,79,89
182,80,90
421,80,91
653,80,90
56,81,90
99,83,91
891,82,91
765,78,93
546,78,93
427,78,93
872,80,92
167,80,91
644,80,91
767,80,92
329,79,92
560,79,91
890,80,92
368,80,92
343,80,90
419,79,91
679,80,91
876,79,93
501,80,91
775,80,91
187,85,91
990,77,91
21,78,92
408,78,94
141,79,91
854,79,91
325,79,91
213,81,91
549,81,90
358,81,91
271,80,94
623,80,92
910,79,92
685,79,92
82,77,92
928,78,93
634,79,92
6,79,92
971,80,94
22,80,92
919,83,93
758,81,92
410,80,92
559,80,92
-1,79,91
