0,0,0
402,89,92
766,89,91
897,89,90
557,89,90
82,89,91
205,89,90
884,89,91
289,88,90
585,88,93
605,88,92
901,89,91
76,89,90
246,89,92
366,88,93
713,89,91
525,88,93
896,88,90
453,88,92
379,89,91
122,88,90
302,88,91
260,88,90
198,88,93
202,88,91
488,88,91
175,89,92
88,89,91
762,89,92
180,88,90
375,88,91
874,88,91
914,89,90
22,89,90
460,89,92
527,89,91
206,89,91
864,89,91
964,89,92
679,88,93
574,88,90
60,89,89
729,89,92
493,88,90
711,89,91
900,88,91
151,88,91
515,88,90
791,89,91
565,89,91
104,88,92
-1,89,91
